ID,casrn,dtxsid,name,countgen,PODgen,PODgen GSD2total,PODgen GSD2final,Prob. RfDgen [mg/kg-d],HDM10%gen [mg/kg-d],HDM10%gen GSD2,countrd,PODrd,PODrd GSD2total,PODrd GSD2final,Prob. RfDrd [mg/kg-d],HDM10%rd [mg/kg-d],HDM10%rd GSD2
8455,NOCAS_A mixture of: 2-methyl-1-(6-methylbicyc,NODTXSID_NOCAS_A mixture of: 2-methyl-1-,A mixture of: 2-methyl-1-(6-methylbicyclo[2.2.1]hept-5-en-2-yl)pent-1-en-3-ol; 2-methyl-1-(1-methylbicyclo[2.2.1]hept-5-en-2-yl)-pent-1-en-3-ol; 2-methyl-1-(5-methylbicyclo[2.2.1]hept-5-en-2-yl)pent-1-en-3-ol,,,,,,,,1,3.87E+01,13.94,13.94,2.93E-02,1.11E+01,16.63
8456,NOCAS_A mixture of: 2-methylnonanedioic acid,NODTXSID_NOCAS_A mixture of: 2-methylnon,"A mixture of: 2-methylnonanedioic acid 2,4-dimethyl-4-methoxycarbonylundecanedioic acid 2,4,6-trimethyl-4,6-dimethoxycarbonyltridecanedioic acid 8,9-dimethyl-8,9-dimethoxycarbonylhexadecanedioic acid",,,,,,,,1,2.58E+02,13.94,13.94,1.95E-01,7.39E+01,16.63
8457,"NOCAS_A mixture of: 2-methylsulfanyl-4,6-bis-",NODTXSID_NOCAS_A mixture of: 2-methylsul,"A mixture of: 2-methylsulfanyl-4,6-bis-(2-hydroxy-4-methoxy-phenyl)-1,3,5-triazine; 2-(4,6-bis-methylsulfanyl-1,3,5-triazin-2-yl)-5-methoxy-phenol",,,,,,,,2,1.29E+01,11.63,11.77,1.09E-02,3.69E+00,14.20
8458,"NOCAS_A mixture of: 3-((5-cyano-1,6-dihydro-1",NODTXSID_NOCAS_A mixture of: 3-((5-cyano,"A mixture of: 3-((5-cyano-1,6-dihydro-1,4-dimethyl-2-hydroxyl-6-oxo-3-pyridinyl)azo)-benzoyloxy-2-phenoxyethane; 3-((5-cyano-1,6-dihydro-1,4-dimethyl-2-hydroxyl-6-oxo-3-pyridinyl)azo)-benzoyloxy-2-ethyloxy-2-(ethylphenol)",,,,,,,,1,3.91E+02,13.94,13.94,2.95E-01,1.12E+02,16.63
8459,"NOCAS_A mixture of: 3-(4-ethylphenyl)-2,2-dim",NODTXSID_NOCAS_A mixture of: 3-(4-ethylp,"A mixture of: 3-(4-ethylphenyl)-2,2-dimethylpropanenitrile; 3-(2-ethylphenyl)-2,2-dimethylpropanenitrile; 3-(3-ethylphenyl)-2,2-dimethylpropanenitrile",1,2.87E+00,17.22,17.22,1.87E-03,8.22E-01,20.29,,,,,,,
8460,"NOCAS_A mixture of: 3,3'-dicyclohexyl-1,1'-me","NODTXSID_NOCAS_A mixture of: 3,3'-dicycl","A mixture of: 3,3'-dicyclohexyl-1,1'-methylenebis(4,1-phenylene)diurea; 3-cyclohexyl-1-(4-(4-(3-octadecylureido)benzyl)phenyl)urea; 3,3'-dioctadecyl-1,1'-methylenebis(4,1-phenylene)diurea",2,1.91E+02,7.67,7.97,2.09E-01,5.48E+01,9.93,,,,,,,
8461,"NOCAS_A mixture of: 3,5-dimethylthio-2,4-tolu","NODTXSID_NOCAS_A mixture of: 3,5-dimethy","A mixture of: 3,5-dimethylthio-2,4-toluenediamine; 3,5-dimethylthio-2,6-toluenediamine",1,1.19E+01,17.22,17.22,7.81E-03,3.42E+00,20.29,,,,,,,
8462,NOCAS_A mixture of: 3-[(4-amino-2-chloro-5-ni,NODTXSID_NOCAS_A mixture of: 3-[(4-amino,"A mixture of: 3-[(4-amino-2-chloro-5-nitrophenyl)amino]-propane-1,2-diol; 3,3'-(2-chloro-5-nitro-1,4-phenylenediimino)bis(propan-1,2-diol)",2,3.82E+00,9.59,9.59,3.71E-03,1.10E+00,11.75,,,,,,,
8463,"NOCAS_A mixture of: 3a,4,5,6,7,7a-hexahydro-4","NODTXSID_NOCAS_A mixture of: 3a,4,5,6,7,","A mixture of: 3a,4,5,6,7,7a-hexahydro-4,7-methano-1H-indene-6-carboxaldehyde; 3a,4,5,6,7,7a-hexahydro-4,7-methano-1H-indene-5-carboxaldehyde",1,9.56E+00,17.22,17.22,6.25E-03,2.74E+00,20.29,,,,,,,
8464,NOCAS_A mixture of: 3-cyano-5-(2-cyano-4-nitr,NODTXSID_NOCAS_A mixture of: 3-cyano-5-(,A mixture of: 3-cyano-5-(2-cyano-4-nitro-phenylazo)-2-(2-hydroxyethylamino)-4-methyl-6-[3-(2-phenoxyethoxy)propylamino]pyridine; 3-cyano-5-(2-cyano-4-nitro-phenylazo)-6-(2-hydroxyethylamino)-4-methyl-2-[3-(2-phenoxyethoxy)propylamino]pyridine; 3-cyano-5-(,1,1.91E+02,17.22,17.22,1.25E-01,5.48E+01,20.29,,,,,,,
8465,"NOCAS_A mixture of: 4-(2,2,3-trimethylcyclope","NODTXSID_NOCAS_A mixture of: 4-(2,2,3-tr","A mixture of: 4-(2,2,3-trimethylcyclopent-3-en-1-yl)-1-methyl-2-oxabicyclo[2.2.2]octane; 1-(2,2,3-trimethylcyclopent-3-en-1-yl)-5-methyl-6-oxabicyclo[3.2.1]octane; spiro[cyclohex-3-en-1-yl-[(4,5,6,6a-tetrahydro-3,6',6',6'a-tetramethyl)-1,3'(3'aH)-[2H]cycl",1,2.87E+01,17.22,17.22,1.87E-02,8.22E+00,20.29,3,1.73E+02,5.71,11.77,1.47E-01,4.96E+01,14.20
8466,"NOCAS_A mixture of: 4,4',4''-[(2,4,6-trioxo-1","NODTXSID_NOCAS_A mixture of: 4,4',4''-[(","A mixture of: 4,4',4''-[(2,4,6-trioxo-1,3,5(2H,4H,6H)-triazine-1,3,5-triyl)tris[methylene(3,5,5-trimethyl-3,1-cyclohexanediyl)iminocarbonyloxy-2,1-ethanediyl(ethyl)amino]]trisbenzenediazoniumtri[bis(2-methylpropyl)naphthalenesulfonate]; 4,4',4'',4'''-[[5,",1,2.87E+01,17.22,17.22,1.87E-02,8.22E+00,20.29,,,,,,,
8467,NOCAS_A mixture of: 5-(N-methylperfluorooctyl,NODTXSID_NOCAS_A mixture of: 5-(N-methyl,"A mixture of: 5-(N-methylperfluorooctylsulfonamido)methyl-3-octadecyl-1,3-oxazolidin-2-one; 5-(N-methylperfluoroheptylsulfonamido)methyl-3-octadecyl-1,3-oxazolidin-2-one",,,,,,,,1,6.45E+00,13.94,13.94,4.88E-03,1.85E+00,16.63
8468,NOCAS_A mixture of: 5-[(4-[(7-amino-1-hydroxy,NODTXSID_NOCAS_A mixture of: 5-[(4-[(7-a,"A mixture of: 5-[(4-[(7-amino-1-hydroxy-3-sulfo-2-naphthyl)azo]-2,5-diethoxyphenyl)azo]-2-[(3-phosphonophenyl)azo]benzoic acid; 5-[(4-[(7-amino-1-hydroxy-3-sulfo-2-naphthyl)azo]-2,5-diethoxyphenyl)azo]-3-[(3-phosphonophenyl)azo]benzoic acid",1,2.87E-01,17.22,17.22,1.87E-04,8.22E-02,20.29,,,,,,,
8469,"NOCAS_A mixture of: 5-heptyl-1,2,4-triazol-3-","NODTXSID_NOCAS_A mixture of: 5-heptyl-1,","A mixture of: 5-heptyl-1,2,4-triazol-3-ylamine; 5-nonyl-1,2,4-triazol-3-ylamine",1,4.78E+00,17.22,17.22,3.12E-03,1.37E+00,20.29,,,,,,,
8470,NOCAS_A mixture of: 7-(((3-aminophenyl)sulfon,NODTXSID_NOCAS_A mixture of: 7-(((3-amin,"A mixture of: 7-(((3-aminophenyl)sulfonyl)amino)-naphthalene-1,3-disulfonic acid; sodium 7-(((3-aminophenyl)sulfonyl)amino)-naphthalene-1,3-disulfonate; potassium 7-(((3-aminophenyl)sulfonyl)amino)-naphthalene-1,3-disulfonate",1,3.82E+01,17.22,17.22,2.50E-02,1.10E+01,20.29,,,,,,,
8471,"NOCAS_A mixture of: 7,9,9-trimethyl-3,14-diox","NODTXSID_NOCAS_A mixture of: 7,9,9-trime","A mixture of: 7,9,9-trimethyl-3,14-dioxa-4,13-dioxo-5,12-diazahexadecane-1,16-diylprop-2-enoate; 7,7,9-trimethyl-3,14-dioxa-4,13-dioxo-5,12-diazahexadecan-1,16-diylprop-2-enoate",3,7.59E+01,5.88,7.97,8.28E-02,2.17E+01,9.93,2,2.58E+02,6.64,11.77,2.19E-01,7.39E+01,14.20
8472,NOCAS_A mixture of: 7-chloro-1-ethyl-6-fluoro,NODTXSID_NOCAS_A mixture of: 7-chloro-1-,"A mixture of: 7-chloro-1-ethyl-6-fluoro-1,4-dihydro-4-oxo-quinoline-3-carboxylic acid; 5-chloro-1-ethyl-6-fluoro-1,4-dihydro-4-oxo-quinoline-3-carboxylic acid",1,1.91E+00,17.22,17.22,1.25E-03,5.48E-01,20.29,,,,,,,
8473,"NOCAS_A mixture of: ammonium-1,2-bis(hexyloxy","NODTXSID_NOCAS_A mixture of: ammonium-1,","A mixture of: ammonium-1,2-bis(hexyloxycarbonyl)ethanesulfonate; ammonium-1-hexyloxycarbonyl-2-octyloxycarbonylethanesulfonate; ammonium-2-hexyloxycarbonyl-1-octyloxycarbonylethanesulfonate",1,7.65E+00,17.22,17.22,5.00E-03,2.19E+00,20.29,,,,,,,
8474,"NOCAS_A mixture of: bis(1S,2S,4S)-(1-benzyl-4","NODTXSID_NOCAS_A mixture of: bis(1S,2S,4","A mixture of: bis(1S,2S,4S)-(1-benzyl-4-tert-butoxycarboxamido-2-hydroxy-5-phenyl)pentylammonium succinate; isopropyl alcohol",,,,,,,,2,3.87E+00,9.66,11.77,3.28E-03,1.11E+00,14.20
8475,"NOCAS_A mixture of: bis(2,2,6,6-tetramethyl-1","NODTXSID_NOCAS_A mixture of: bis(2,2,6,6","A mixture of: bis(2,2,6,6-tetramethyl-1-octyloxypiperidin-4-yl)-1,10-decanedioate; 1,8-bis[(2,2,6,6-tetramethyl-4-((2,2,6,6-tetramethyl-1-octyloxypiperidin-4-yl)-decan-1,10-dioyl)piperidin-1-yl)oxy]octane",8,2.62E+01,3.78,7.97,9.53E-02,7.51E+00,9.93,,,,,,,
8476,NOCAS_A mixture of: bis(4-fluorophenyl)-methy,NODTXSID_NOCAS_A mixture of: bis(4-fluor,"A mixture of: bis(4-fluorophenyl)-methyl-(1,2,4-(4H)-triazol-4-ylmethyl)silane hydrochloride; bis(4-fluorophenyl)-methyl-(1,2,4-(1H)-triazol-1-ylmethyl)silane hydrochloride",1,1.91E+00,17.22,17.22,1.25E-03,5.48E-01,20.29,,,,,,,
8477,NOCAS_A mixture of: bis(5-dodecyl-2-hydroxybe,NODTXSID_NOCAS_A mixture of: bis(5-dodec,A mixture of: bis(5-dodecyl-2-hydroxybenzald-oximate) copper (II) C12-alkyl group is branched; 4-dodecylsalicylaldoxime,1,1.91E+01,17.22,17.22,1.25E-02,5.48E+00,20.29,,,,,,,
8478,NOCAS_A mixture of: bis(isotridecylammonium)m,NODTXSID_NOCAS_A mixture of: bis(isotrid,A mixture of: bis(isotridecylammonium)mono(di-(4-methylpent-2-yloxy)thiophosphorothionylisopropyl)phosphate; isotridecylammonium bis(di-(4-methylpent-2-yloxy)thiophosphorothionylisopropyl)phosphate,1,4.78E+00,17.22,17.22,3.12E-03,1.37E+00,20.29,,,,,,,
8479,NOCAS_A mixture of: bis(tris(2-(2-hydroxy(1-m,NODTXSID_NOCAS_A mixture of: bis(tris(2-,A mixture of: bis(tris(2-(2-hydroxy(1-methyl)ethoxy)ethyl)ammonium) 7-anilino-4-hydroxy-3-(2-methoxy-5-methyl-4-(4-sulfonatophenylazo)phenylazo)naphthalene-2-sulfonate; bis(tris(2-(2-hydroxy(2-methyl)ethoxy)ethyl)ammonium) 7-anilino-4-hydroxy-3-(2-methoxy,1,3.82E+00,17.22,17.22,2.50E-03,1.10E+00,20.29,1,5.16E+00,13.94,13.94,3.90E-03,1.48E+00,16.63
8480,NOCAS_A mixture of: bis[4-diphenylsulfoniumph,NODTXSID_NOCAS_A mixture of: bis[4-diphe,A mixture of: bis[4-diphenylsulfoniumphenyl]sulfide-bishexafluoroantimonate; thiophenoxyphenylsulfonium hexafluoroantimonate,1,5.73E+01,17.22,17.22,3.75E-02,1.64E+01,20.29,,,,,,,
8481,"NOCAS_A mixture of: but-1,3-diyl didecanoate;","NODTXSID_NOCAS_A mixture of: but-1,3-diy","A mixture of: but-1,3-diyl didecanoate; but-1,3-diyl dioctanoate; but-1,3-diyl 1-decanoate-3-octanoate; but-1,3-diyl 1-octanoate-3-decanoate",2,1.91E+02,9.09,9.09,1.92E-01,5.48E+01,11.19,3,1.73E+02,5.07,11.77,1.46E-01,4.95E+01,14.20
8482,"NOCAS_A mixture of: butan-2-one oxime; syn-O,",NODTXSID_NOCAS_A mixture of: butan-2-one,"A mixture of: butan-2-one oxime; syn-O,O'-di(butan-2-one oxime)diethoxysilane",1,9.56E+01,17.22,17.22,6.25E-02,2.74E+01,20.29,,,,,,,
8483,NOCAS_A mixture of: Ca salicylates (branched,NODTXSID_NOCAS_A mixture of: Ca salicyla,A mixture of: Ca salicylates (branched C10-14 and C18-30 alkylated); Ca phenates (branched C10-14 and C18-30 alkylated); Ca sulfurized phenates (branched C10-14 and C18-30 alkylated),2,4.27E+01,9.52,9.52,4.17E-02,1.22E+01,11.68,,,,,,,
8484,NOCAS_A mixture of: calcium bis(C10-14 branch,NODTXSID_NOCAS_A mixture of: calcium bis,A mixture of: calcium bis(C10-14 branched alkyl salicylate); calcium bis(C18-30-alkyl salicylate); calcium C10-14 branched alkylsalicylato-C18-30-alkyl salicylate; calcium bis (C10-14 branched alkyl phenolate); calcium bis (C18-30-alkyl phenolate); calciu,4,4.27E+00,4.93,7.97,1.55E-02,1.22E+00,9.93,,,,,,,
8485,"NOCAS_A mixture of: cis-1,4-dimethylcyclohexy","NODTXSID_NOCAS_A mixture of: cis-1,4-dim","A mixture of: cis-1,4-dimethylcyclohexyl dibenzoate; trans-1,4-dimethylcyclohexyl dibenzoate",1,2.87E+01,17.22,17.22,1.87E-02,8.22E+00,20.29,,,,,,,
8486,NOCAS_A mixture of: cis-2-isobutyl-5-methyl 1,NODTXSID_NOCAS_A mixture of: cis-2-isobu,"A mixture of: cis-2-isobutyl-5-methyl 1,3-dioxane; trans-2-isobutyl-5-methyl 1,3-dioxane",,,,,,,,1,3.87E+01,13.94,13.94,2.93E-02,1.11E+01,16.63
8487,"NOCAS_A mixture of: cis-4-hydroxy-3-(1,2,3,4-",NODTXSID_NOCAS_A mixture of: cis-4-hydro,"A mixture of: cis-4-hydroxy-3-(1,2,3,4-tetrahydro-3-(4-(4-trifluoromethylbenzyloxy)phenyl)-1-naphthyl)coumarin; trans-4-hydroxy-3-(1,2,3,4-tetrahydro-3-(4-(4-trifluoromethylbenzyloxy)phenyl)-1-naphthyl)coumarin",1,1.91E-03,17.22,17.22,1.25E-06,5.48E-04,20.29,,,,,,,
8488,NOCAS_A mixture of: cis-tetrahydro-2-isobutyl,NODTXSID_NOCAS_A mixture of: cis-tetrahy,A mixture of: cis-tetrahydro-2-isobutyl-4-methylpyran-4-ol; trans-tetrahydro-2-isobutyl-4-methylpyran-4-ol,2,2.39E+01,8.52,8.52,2.50E-02,6.85E+00,10.55,1,2.58E+02,13.94,13.94,1.95E-01,7.39E+01,16.63
8489,"NOCAS_A mixture of: copper(I) O,O-diisopropyl",NODTXSID_NOCAS_A mixture of: copper(I) O,"A mixture of: copper(I) O,O-diisopropyl phosphorodithioate; copper(I) O,O-bis(1,3-dimethylbutyl) phosphorodithioate; copper(I) O-isopropyl O-(1,3-dimethylbutyl)phosphorodithioate",1,1.91E+02,17.22,17.22,1.25E-01,5.48E+01,20.29,,,,,,,
8490,"NOCAS_A mixture of: di-(1-octane-N,N,N-trimet",NODTXSID_NOCAS_A mixture of: di-(1-octan,"A mixture of: di-(1-octane-N,N,N-trimethylammonium)-octylphosphate; 1-octane-N,N,N-trimethylammonium-di-octylphosphate; 1-octane-N,N,N-trimethylammonium-octylphosphate",1,1.91E+00,17.22,17.22,1.25E-03,5.48E-01,20.29,,,,,,,
8491,NOCAS_A mixture of: dicalcium (bis(2-hydroxy-,NODTXSID_NOCAS_A mixture of: dicalcium (,A mixture of: dicalcium (bis(2-hydroxy-5-tetra-propenylphenylmethyl)methylamine)dihydroxide; tri-calcium (tris(2-hydroxy-5-tetra-propenylphenylmethyl)methylamine)tri-hydroxide; poly[calcium ((2-hydroxy-5-tetrapropenyl-phenylmethyl)methylamine)hydroxide],1,1.91E+02,17.22,17.22,1.25E-01,5.48E+01,20.29,,,,,,,
8492,NOCAS_A mixture of: disodium (6-(4-anisidino),NODTXSID_NOCAS_A mixture of: disodium (6,"A mixture of: disodium (6-(4-anisidino)-3-sulfonato-2-(3,5-dinitro-2-oxidophenylazo)-1-naphtholato)(1-(5-chloro-2-oxidophenylazo)-2-naphtholato)chromate(1-); trisodium bis(6-(4-anisidino)-3-sulfonato-2-(3,5-dinitro-2-oxidophenylazo)-1-naphtholato)chromate",,,,,,,,1,1.29E+01,13.94,13.94,9.75E-03,3.69E+00,16.63
8493,NOCAS_A mixture of: disodium 4-(3-ethoxycarbo,NODTXSID_NOCAS_A mixture of: disodium 4-,"A mixture of: disodium 4-(3-ethoxycarbonyl-4-(5-(3-ethoxycarbonyl-5-hydroxy-1-(4-sulfonatophenyl)pyrazol-4-yl)penta-2,4-dienylidene)-4,5-dihydro-5-oxopyrazol-1-yl)benzenesulfonate; trisodium 4-(3-ethoxycarbonyl-4-(5-(3-ethoxycarbonyl-5-oxido-1-(4-sulfonat",1,1.91E+02,17.22,17.22,1.25E-01,5.48E+01,20.29,,,,,,,
8494,"NOCAS_A mixture of: disodium 6-[3-carboxy-4,5",NODTXSID_NOCAS_A mixture of: disodium 6-,"A mixture of: disodium 6-[3-carboxy-4,5-dihydro-5-oxo-4-sulfonatophenyl)pyrazolin-4-yl-azo]-3-[2-oxido-4-(ethensulfonyl)-5-methoxyphenylazo]-4-oxidonaphthalene-2-sulfonate copper (II) complex; disodium 6-[3-carboxy-4,5-dihydro-5-oxo-4-sulfonatophenyl)pyra",1,1.91E+02,17.22,17.22,1.25E-01,5.48E+01,20.29,1,5.16E+01,13.94,13.94,3.90E-02,1.48E+01,16.63
8495,NOCAS_A mixture of: disodium hexyldiphenyl et,NODTXSID_NOCAS_A mixture of: disodium he,A mixture of: disodium hexyldiphenyl ether disulphonate; disodium dihexyldiphenyl ether disulphonate,1,4.78E+01,17.22,17.22,3.12E-02,1.37E+01,20.29,,,,,,,
8496,"NOCAS_A mixture of: dodecyl 3-(2,2,4,4-tetram",NODTXSID_NOCAS_A mixture of: dodecyl 3-(,"A mixture of: dodecyl 3-(2,2,4,4-tetramethyl-21-oxo-7-oxa-3,20-diazadispiro(5.1.11.2)henicosan-20-yl)propionate; tetradecyl 3-(2,2,4,4-tetramethyl-21-oxo-7-oxa-3,20-diazadispiro(5.1.11.2)henicosan-20-yl)propionate",1,3.82E+01,17.22,17.22,2.50E-02,1.10E+01,20.29,,,,,,,
8497,"NOCAS_A mixture of: dodecyl N-(2,2,6,6-tetram",NODTXSID_NOCAS_A mixture of: dodecyl N-(,"A mixture of: dodecyl N-(2,2,6,6-tetramethylpiperidin-4-yl)-<df>-alaninate; tetradecyl N-(2,2,6,6-tetramethylpiperidin-4-yl)-<df>-alaninate",1,2.87E+00,17.22,17.22,1.87E-03,8.22E-01,20.29,,,,,,,
8498,NOCAS_A mixture of: dodecyloxy-1-methyl-1-[ox,NODTXSID_NOCAS_A mixture of: dodecyloxy-,A mixture of: dodecyloxy-1-methyl-1-[oxy-poly-(2-hydroxymethylethanoxy)]pentadecane; dodecyloxy-1-methyl-1-[oxy-poly-(2-hydroxymethylethanoxy)]heptadecane,1,3.06E+02,17.22,17.22,2.00E-01,8.76E+01,20.29,,,,,,,
8499,NOCAS_A mixture of: esters of C14-C15 branche,NODTXSID_NOCAS_A mixture of: esters of C,"A mixture of: esters of C14-C15 branched alcohols with 3,5-di-t-butyl-4-hydroxyphenyl propionic acid; C15 branched and linear alkyl 3,5-bis(1,1-dimethylethyl)-4-hydroxybenzenepropanoate; C13 branched and linear alkyl 3,5-bis(1,1-dimethylethyl)-4-hydroxybe",1,1.91E+00,17.22,17.22,1.25E-03,5.48E-01,20.29,,,,,,,
8500,"NOCAS_A mixture of: ethyl (2R,3R)-3-isopropyl","NODTXSID_NOCAS_A mixture of: ethyl (2R,3","A mixture of: ethyl (2R,3R)-3-isopropylbicyclo[2.2.1]hept-5-ene-2-carboxylate; ethyl (2S,3S)-3-isopropylbicyclo[2.2.1]hept-5-ene-2-carboxylate",,,,,,,,2,3.87E+01,7.98,11.77,3.28E-02,1.11E+01,14.20
8501,NOCAS_A mixture of: ethyl exo-tricyclo[5.2.1.,NODTXSID_NOCAS_A mixture of: ethyl exo-t,"A mixture of: ethyl exo-tricyclo[5.2.1.02,6]decane-endo-2-carboxylate; ethyl-endo-tricyclo[5.2.1.02,6]decane-exo-2-carboxylate",1,1.91E+00,17.22,17.22,1.25E-03,5.48E-01,20.29,,,,,,,
8502,"NOCAS_A mixture of: hexasodium 2,2'-vinyleneb",NODTXSID_NOCAS_A mixture of: hexasodium ,"A mixture of: hexasodium 2,2'-vinylenebis[((3-sulfonato-4,1-phenylene)amino(6-(N-(2-cyanoethyl)-N-(2-hydroxypropyl)amino)-1,3,5-triazine-4,2-diyl)amino)benzene-1,4-disulfonate]; hexasodium trans-4-[4-[N-(2-cyanoethyl)-N-(2-hydroxypropyl)amino]-6-(2,5-disu",1,1.91E+02,17.22,17.22,1.25E-01,5.48E+01,20.29,2,1.29E+01,9.10,11.77,1.09E-02,3.69E+00,14.20
8503,NOCAS_A mixture of: hydroxyaluminium-bis[2-hy,NODTXSID_NOCAS_A mixture of: hydroxyalum,"A mixture of: hydroxyaluminium-bis[2-hydroxy-3,5-di-tert-butylbenzoate]; 3,5-di-tert-butylsalicylic acid",1,3.82E+00,17.22,17.22,2.50E-03,1.10E+00,20.29,,,,,,,
8504,NOCAS_A mixture of: isomers of 2-(2H-benzotri,NODTXSID_NOCAS_A mixture of: isomers of ,"A mixture of: isomers of 2-(2H-benzotriazol-2-yl)-4-methyl-(n)-dodecylphenol; isomers of 2-(2H-benzotriazol-2-yl)-4-methyl-(n)-tetracosylphenol; isomers of 2-(2H-benzotriazol-2-yl)-4-methyl-5,6-didodecyl-phenol. n=5 or 6",2,1.91E+02,8.00,8.00,2.08E-01,5.48E+01,9.96,4,2.58E+02,4.35,11.77,7.29E-01,7.39E+01,14.20
8505,"NOCAS_A mixture of: methyl 1,4-dimethyl cyclo","NODTXSID_NOCAS_A mixture of: methyl 1,4-","A mixture of: methyl 1,4-dimethyl cyclohexane carboxylate; methyl 1,3-dimethyl cyclohexane carboxylate",,,,,,,,1,3.87E+00,13.94,13.94,2.93E-03,1.11E+00,16.63
8506,NOCAS_A mixture of: monosodium 4-((4-(5-sulfo,NODTXSID_NOCAS_A mixture of: monosodium ,"A mixture of: monosodium 4-((4-(5-sulfonato-2-methoxyphenylamino)-6-chloro-1,3,5-triazine-2-yl)amino)-2-((1,4-dimethyl-6-oxido-2-oxo-5-sulfonatomethyl-1,2-dihydropyridine-3-yl)azo)benzenesulfonate; disodium 4-((4-(5-sulfonato-2-methoxyphenylamino)-6-chlor",,,,,,,,1,5.16E+01,13.94,13.94,3.90E-02,1.48E+01,16.63
8507,"NOCAS_A mixture of: N-(4-chlorophenyl)-4-(2,5",NODTXSID_NOCAS_A mixture of: N-(4-chloro,"A mixture of: N-(4-chlorophenyl)-4-(2,5-dichloro-4-(dimethylsulfamoyl)phenylazo)-3-hydroxy-2-naphthalenecarboxamide; N-(4-chlorophenyl)-4-(2,5-dichloro-4-(methylsulfamoyl)phenylazo)-3-hydroxy-2-naphthalenecarboxamide",3,3.74E+01,6.38,7.97,4.08E-02,1.07E+01,9.93,,,,,,,
8508,"NOCAS_A mixture of: N,N-di(hydrogenated alkyl","NODTXSID_NOCAS_A mixture of: N,N-di(hydr","A mixture of: N,N-di(hydrogenated alkyl C14-C18)phthalamic acid; dihydrogenated alkyl (C14-C18)amine",2,4.27E+01,8.08,8.08,4.62E-02,1.22E+01,10.06,,,,,,,
8509,"NOCAS_A mixture of: N,N-diethylpropane-1,3-di","NODTXSID_NOCAS_A mixture of: N,N-diethyl","A mixture of: N,N-diethylpropane-1,3-diamine 6-methyl-2-(4-(2,4,6-triaminopyrimidin-5-ylazo)phenyl)benzothiazole-7-sulfonate; 2,2-iminodiethanol 6-methyl-2-(4-(2,4,6-triaminopyrimidin-5-ylazo)phenyl)benzothiazole-7-sulfonate; 2-methylaminoethanol 6-methyl",2,1.10E+02,10.38,10.38,1.02E-01,3.16E+01,12.64,6,9.62E+01,3.93,11.77,2.72E-01,2.76E+01,14.20
8510,"NOCAS_A mixture of: N,N'-ethane-1,2-diylbis(d","NODTXSID_NOCAS_A mixture of: N,N'-ethane","A mixture of: N,N'-ethane-1,2-diylbis(decanamide); 12-hydroxy-N-[2-[1-oxydecyl)amino]ethyl]octadecanamide; N,N'-ethane-1,2-diylbis(12-hydroxyoctadecanamide)",3,1.16E+01,6.40,7.97,1.27E-02,3.33E+00,9.93,1,2.58E+02,13.94,13.94,1.95E-01,7.39E+01,16.63
8511,NOCAS_A mixture of: N-aminoethylpiperazonium,NODTXSID_NOCAS_A mixture of: N-aminoethy,"A mixture of: N-aminoethylpiperazonium mono-2,4,6-trimethylnonyldiphenyl ether di-sulfonate; N-aminoethylpiperazonium di-2,4,6-trimethylnonyldiphenyl ether di-sulfonate",1,2.87E+01,17.22,17.22,1.87E-02,8.22E+00,20.29,,,,,,,
8512,"NOCAS_A mixture of: O,O-di(1-methylethyl)trit","NODTXSID_NOCAS_A mixture of: O,O-di(1-me","A mixture of: O,O-di(1-methylethyl)trithio-bis-thioformate; O,O-di(1-methylethyl)tetrathio-bis-thioformate; O,O-di(1-methylethyl)pentathio-bis-thioformate",3,6.63E+00,6.86,7.97,7.23E-03,1.90E+00,9.93,1,1.29E+01,13.94,13.94,9.75E-03,3.69E+00,16.63
8513,NOCAS_A mixture of: pentaerythriol tetraester,NODTXSID_NOCAS_A mixture of: pentaerythr,A mixture of: pentaerythriol tetraesters with heptanoic acid and 2-ethylhexanoic acid,1,2.87E+01,17.22,17.22,1.87E-02,8.22E+00,20.29,,,,,,,
8514,NOCAS_A mixture of: pentasodium bis(1-(3(or 5,NODTXSID_NOCAS_A mixture of: pentasodium,A mixture of: pentasodium bis(1-(3(or 5)-(4-anilino-3-sulfonatophenylazo)-4-hydroxy-2-oxidophenylazo)-6-nitro-4-sulfonato-2-naphtholato)ferrate(1-); pentasodium [(1-(3-(4-anilino-3-sulfonatophenylazo)-4-hydroxy-2-oxidophenylazo)-6-nitro-4-sulfonato-2-naph,5,1.25E+01,4.61,7.97,4.53E-02,3.57E+00,9.93,2,8.15E-01,11.36,11.77,6.91E-04,2.34E-01,14.20
8515,"NOCAS_A mixture of: phenol, 6-(1,1-dimethylet","NODTXSID_NOCAS_A mixture of: phenol, 6-(","A mixture of: phenol, 6-(1,1-dimethylethyl)-4-tetrapropyl-2-[(2-hydroxy-5-tetra-propylphenyl)methyl (C41-compound) and methane, 2,2'-bis[6-(1,1-dimethyl-ethyl)-1-hydroxy-4-tetrapropyl-phenyl)]- (C45-compound); 2,6-bis(1,1-dimethylethyl)-4-tetra-propyl-phe",1,1.91E+01,17.22,17.22,1.25E-02,5.48E+00,20.29,,,,,,,
